TimeGenerated,DeviceName,Username,IpAddress,ActionType,RawData
"Aug 16, 2026 11:09:50 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:50.760889Z   113 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:49 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:49.619337Z   112 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:48 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:48.465869Z   111 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:47 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:47.321090Z   110 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:46 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:46.181240Z   109 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:45 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:45.044320Z   108 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:44 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:43.909712Z   107 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:43 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:42.775866Z   106 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:41 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:41.633158Z   105 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:40 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:40.478792Z   104 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:39 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:39.333766Z   103 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:38 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:38.191519Z   102 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:37 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:37.052301Z   101 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:36 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:35.912359Z   100 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:35 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:34.764562Z    99 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:33 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:33.621725Z    98 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:32 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:32.483431Z    97 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:31 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:31.325765Z    96 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:30 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:30.177034Z    95 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:29 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:29.032979Z    94 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:28 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:27.894119Z    93 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:26 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:26.753300Z    92 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:25 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:25.608702Z    91 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:24 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:24.460680Z    90 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:23 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:23.323960Z    89 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:22 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:22.190571Z    88 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:21 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:21.047496Z    87 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:20 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:19.905313Z    86 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:19 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:18.766192Z    85 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:17 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:17.625327Z    84 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:16 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:16.474548Z    83 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:15 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:15.331240Z    82 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:14 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:14.184054Z    81 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:13 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:13.045304Z    80 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:12 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:11.887098Z    79 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:10 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:10.740477Z    78 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:09 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:09.599440Z    77 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:08 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:08.452942Z    76 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:07 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:07.305065Z    75 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:06 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:06.166231Z    74 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:05 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:05.021771Z    73 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:04 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:03.879611Z    72 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:02 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:02.729791Z    71 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:01 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:01.543784Z    70 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:09:00 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:09:00.397932Z    69 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:08:59 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:08:59.258790Z    68 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:08:58 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:08:58.118384Z    67 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:08:57 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:08:56.984516Z    66 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:08:56 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:08:55.836114Z    65 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:08:54 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:08:54.666333Z    64 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:08:53 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:08:53.513993Z    63 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:08:52 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:08:52.370023Z    62 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:08:51 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:08:51.230136Z    61 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:08:50 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:08:50.084566Z    60 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:08:49 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:08:48.947436Z    59 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:08:48 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:08:47.805168Z    58 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:08:46 PM",corp-na01-bp123na,root,68.178.163.174,LogonFailure,2026-08-17T05:08:46.665244Z    57 Connect Access denied for user 'root'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:08:45 PM",corp-na01-bp123na,root_dev,68.178.163.174,LogonFailure,2026-08-17T05:08:45.517187Z    56 Connect Access denied for user 'root_dev'@'68.178.163.174' (using password: YES)
"Aug 16, 2026 11:07:16 PM",corp-na01-bp123na,root,77.90.185.30,LogonSuccess,2026-08-17T05:07:16.010282Z    54 Connect root@77.90.185.30 on  using SSL/TLS
"Aug 16, 2026 11:07:15 PM",corp-na01-bp123na,sa,77.90.185.30,LogonFailure,2026-08-17T05:07:15.455583Z    53 Connect Access denied for user 'sa'@'77.90.185.30' (using password: NO)
"Aug 16, 2026 11:07:15 PM",corp-na01-bp123na,admin,77.90.185.30,LogonFailure,2026-08-17T05:07:14.790079Z    52 Connect Access denied for user 'admin'@'77.90.185.30' (using password: NO)
"Aug 16, 2026 11:07:14 PM",corp-na01-bp123na,root,77.90.185.30,LogonFailure,2026-08-17T05:07:14.124107Z    51 Connect Access denied for user 'root'@'77.90.185.30' (using password: NO)
"Aug 16, 2026 10:33:17 PM",corp-na01-bp123na,sa,213.209.159.115,LogonFailure,2026-08-17T04:33:17.312993Z    47 Connect Access denied for user 'sa'@'213.209.159.115' (using password: NO)
"Aug 16, 2026 10:33:17 PM",corp-na01-bp123na,root,213.209.159.115,LogonSuccess,2026-08-17T04:33:17.783716Z    48 Connect root@213.209.159.115 on  using SSL/TLS
"Aug 16, 2026 10:33:16 PM",corp-na01-bp123na,admin,213.209.159.115,LogonFailure,2026-08-17T04:33:16.754095Z    46 Connect Access denied for user 'admin'@'213.209.159.115' (using password: NO)
"Aug 16, 2026 10:33:16 PM",corp-na01-bp123na,root,213.209.159.115,LogonFailure,2026-08-17T04:33:16.185158Z    45 Connect Access denied for user 'root'@'213.209.159.115' (using password: NO)
"Aug 16, 2026 10:07:10 PM",corp-na01-bp123na,,,LogonSuccess,2026-08-17T04:07:10.062806Z    41 Connect 
"Aug 16, 2026 9:47:15 PM",corp-na01-bp123na,root,77.90.185.30,LogonSuccess,2026-08-17T03:47:15.342227Z    39 Connect root@77.90.185.30 on  using SSL/TLS
"Aug 16, 2026 9:47:14 PM",corp-na01-bp123na,sa,77.90.185.30,LogonFailure,2026-08-17T03:47:14.795810Z    38 Connect Access denied for user 'sa'@'77.90.185.30' (using password: NO)
"Aug 16, 2026 9:47:14 PM",corp-na01-bp123na,admin,77.90.185.30,LogonFailure,2026-08-17T03:47:14.140498Z    37 Connect Access denied for user 'admin'@'77.90.185.30' (using password: NO)
"Aug 16, 2026 9:47:13 PM",corp-na01-bp123na,root,77.90.185.30,LogonFailure,2026-08-17T03:47:13.485374Z    36 Connect Access denied for user 'root'@'77.90.185.30' (using password: NO)
"Aug 16, 2026 8:34:12 PM",corp-na01-bp123na,root,194.32.120.109,LogonSuccess,2026-08-17T02:34:12.498084Z    27 Connect root@194.32.120.109 on  using SSL/TLS
"Aug 16, 2026 8:33:43 PM",corp-na01-bp123na,root,194.32.120.109,LogonSuccess,2026-08-17T02:33:43.488578Z    20 Connect root@194.32.120.109 on  using SSL/TLS
"Aug 16, 2026 8:33:35 PM",corp-na01-bp123na,root,194.32.120.109,LogonSuccess,2026-08-17T02:33:35.052640Z    19 Connect root@194.32.120.109 on  using SSL/TLS
"Aug 16, 2026 8:27:15 PM",corp-na01-bp123na,sa,77.90.185.30,LogonFailure,2026-08-17T02:27:15.247911Z    16 Connect Access denied for user 'sa'@'77.90.185.30' (using password: NO)
"Aug 16, 2026 8:27:14 PM",corp-na01-bp123na,admin,77.90.185.30,LogonFailure,2026-08-17T02:27:14.575075Z    15 Connect Access denied for user 'admin'@'77.90.185.30' (using password: NO)
"Aug 16, 2026 8:27:14 PM",corp-na01-bp123na,root,77.90.185.30,LogonFailure,2026-08-17T02:27:13.886380Z    14 Connect Access denied for user 'root'@'77.90.185.30' (using password: NO)
"Aug 16, 2026 3:20:40 PM",corp-na01-bp123na,root,64.89.163.94,LogonFailure,2026-08-16T21:20:40.689128Z    10 Connect Access denied for user 'root'@'64.89.163.94' (using password: NO)
"Aug 14, 2026 6:19:32 PM",corp-na01-bp123na,root,64.89.163.89,LogonSuccess,2026-08-15T00:19:32.730711Z    55 Connect root@64.89.163.89 on sakila using SSL/TLS
"Aug 14, 2026 6:19:30 PM",corp-na01-bp123na,root,64.89.163.89,LogonSuccess,2026-08-15T00:19:30.684527Z    54 Connect root@64.89.163.89 on  using SSL/TLS
"Aug 14, 2026 6:19:25 PM",corp-na01-bp123na,root,64.89.163.89,LogonSuccess,2026-08-15T00:19:25.263735Z    50 Connect root@64.89.163.89 on  using SSL/TLS
"Aug 14, 2026 6:19:24 PM",corp-na01-bp123na,root,64.89.163.89,LogonSuccess,2026-08-15T00:19:24.094870Z    49 Connect root@64.89.163.89 on sakila using SSL/TLS
"Aug 14, 2026 6:19:22 PM",corp-na01-bp123na,root,64.89.163.89,LogonSuccess,2026-08-15T00:19:22.273763Z    48 Connect root@64.89.163.89 on  using SSL/TLS
"Aug 14, 2026 6:19:18 PM",corp-na01-bp123na,root,64.89.163.89,LogonSuccess,2026-08-15T00:19:18.254599Z    44 Connect root@64.89.163.89 on  using TCP/IP
"Aug 14, 2026 6:19:18 PM",corp-na01-bp123na,root,64.89.163.89,LogonSuccess,2026-08-15T00:19:17.894841Z    43 Connect root@64.89.163.89 on  using TCP/IP
"Aug 14, 2026 6:19:15 PM",corp-na01-bp123na,root,64.89.163.89,LogonSuccess,2026-08-15T00:19:15.647012Z    42 Connect root@64.89.163.89 on lnp_corp using SSL/TLS
"Aug 14, 2026 6:19:13 PM",corp-na01-bp123na,root,64.89.163.89,LogonSuccess,2026-08-15T00:19:13.724264Z    41 Connect root@64.89.163.89 on  using SSL/TLS
"Aug 14, 2026 6:19:11 PM",corp-na01-bp123na,root,64.89.163.89,LogonSuccess,2026-08-15T00:19:11.051520Z    39 Connect root@64.89.163.89 on  using SSL/TLS
"Aug 14, 2026 6:19:05 PM",corp-na01-bp123na,root,64.89.163.89,LogonSuccess,2026-08-15T00:19:05.429936Z    35 Connect root@64.89.163.89 on  using SSL/TLS
"Aug 14, 2026 6:19:04 PM",corp-na01-bp123na,root,64.89.163.89,LogonSuccess,2026-08-15T00:19:04.470140Z    34 Connect root@64.89.163.89 on  using TCP/IP
"Aug 14, 2026 6:19:03 PM",corp-na01-bp123na,root,64.89.163.89,LogonFailure,2026-08-15T00:19:02.961534Z    30 Connect Access denied for user 'root'@'64.89.163.89' (using password: NO)
"Aug 14, 2026 6:16:53 PM",corp-na01-bp123na,root,64.89.163.89,LogonFailure,2026-08-15T00:16:53.416758Z    28 Connect Access denied for user 'root'@'64.89.163.89' (using password: NO)
"Aug 14, 2026 1:20:01 PM",corp-na01-bp123na,root,localhost,LogonFailure,2026-08-14T19:20:01.495084Z    14 Connect Access denied for user 'root'@'localhost' (using password: NO)
"Aug 14, 2026 9:48:14 AM",corp-na01-bp123na,root,localhost,LogonFailure,2026-08-14T15:48:14.040385Z    11 Connect Access denied for user 'root'@'localhost' (using password: NO)
"Aug 14, 2026 9:47:23 AM",corp-na01-bp123na,root,localhost,LogonFailure,2026-08-14T15:47:22.784957Z     8 Connect Access denied for user 'root'@'localhost' (using password: NO)
"Aug 14, 2026 8:47:22 AM",corp-na01-bp123na,root,localhost,LogonFailure,2026-08-14T14:47:22.881145Z     8 Connect Access denied for user 'root'@'localhost' (using password: NO)
